bathrooms,bedrooms,condition,date,floors,grade,id,lat,long,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,zipcode
2.75,4,4,20140731T000000,1.5,7,0148000590,47.5731,-122.408,725000,1640,800,2440,2170,7042,7900,2,0,1941,0,98116
1,4,5,20140917T000000,1,6,0419000015,47.492,-122.172,299950,1170,0,1170,1100,5400,5400,0,0,1953,0,98056
2,4,3,20150421T000000,1,7,0303000220,47.3264,-122.262,375000,2270,0,2270,2150,18450,18450,0,0,1961,0,98001
1.5,3,3,20141118T000000,1,7,6450302175,47.7339,-122.336,342450,1280,0,1280,1330,5525,5286,0,0,1962,0,98133
2.5,4,3,20141029T000000,2,7,1180000625,47.5014,-122.226,315000,1950,0,1950,1980,3225,3225,0,0,2002,0,98178
2.75,4,3,20141222T000000,1,7,7972600450,47.5303,-122.346,328000,1170,760,1930,1610,3840,3840,0,0,1997,0,98106
2.75,4,3,20140509T000000,1,8,1328300180,47.4424,-122.126,323000,1170,800,1970,1980,7213,7045,0,0,1977,0,98058
3,4,3,20141022T000000,1,7,7866000158,47.5468,-122.274,320000,1000,820,1820,1600,3120,5001,0,0,1997,0,98118
1,2,4,20141229T000000,1,7,7518505345,47.6765,-122.384,550000,950,0,950,1120,4080,4080,0,0,1924,0,98117
3.5,6,3,20141121T000000,1,8,8084900195,47.6322,-122.216,1.646e+006,2090,1920,4010,3560,16200,16200,0,0,1955,1990,98004
3.5,4,3,20140520T000000,1,12,4139420590,47.5521,-122.115,1.2125e+006,2230,2330,4560,4060,16643,15177,3,0,1995,0,98006
3.5,4,3,20140827T000000,1,12,4139420590,47.5521,-122.115,1.2e+006,2230,2330,4560,4060,16643,15177,3,0,1995,0,98006
1,3,3,20150121T000000,1,6,2621600015,47.3865,-122.217,120000,1150,0,1150,1492,8924,8924,0,0,1943,0,98030
1,3,3,20150430T000000,1,6,2621600015,47.3865,-122.217,175000,1150,0,1150,1492,8924,8924,0,0,1943,0,98030
1,3,4,20140916T000000,1.5,5,8005100360,47.2068,-121.992,169900,910,0,910,1400,5800,6766,0,0,1900,0,98022
2.75,6,4,20140811T000000,1,8,9527000330,47.7099,-122.23,508000,1830,1060,2890,1880,7500,7500,0,0,1976,0,98034
1,2,4,20141211T000000,1,7,0748000145,47.7315,-122.357,335000,1070,0,1070,1680,6678,7788,0,0,1951,0,98133
2.75,3,4,20140910T000000,1.5,7,9191200015,47.6719,-122.301,613200,1580,470,2050,1760,3320,4150,0,0,1927,0,98105
1.5,2,4,20140507T000000,1.5,6,1822300040,47.588,-122.304,420000,1040,0,1040,1340,3500,1213,0,0,1904,0,98144
3.25,4,3,20140825T000000,3,11,9129100040,47.691,-122.337,1e+006,2950,370,3320,1860,8587,5668,0,0,2008,0,98103
1,2,3,20140617T000000,1,6,3331500940,47.5517,-122.272,342000,740,0,740,1330,6180,4635,0,0,1948,0,98118
2,4,4,20140723T000000,1,9,0524069101,47.5936,-122.077,850000,1690,1690,3380,3380,90968,42740,0,0,1979,0,98075
1.75,2,4,20141218T000000,1,7,6021502310,47.686,-122.382,582000,910,300,1210,1310,4141,4141,0,0,1942,0,98117
2.5,3,3,20141031T000000,2,8,4022901316,47.772,-122.297,475000,2480,0,2480,1850,6031,7704,0,0,2001,0,98155
2.25,3,3,20140505T000000,1,8,0023500180,47.6912,-122.115,570000,1330,680,2010,2080,6000,8260,0,0,1975,0,98052
3.25,4,4,20150324T000000,1.5,7,9191200490,47.6702,-122.3,826600,1750,1480,3230,1730,5000,4000,0,0,1916,0,98105
2.5,2,3,20141021T000000,2,8,1189000207,47.6131,-122.297,387000,1170,0,1170,1250,1394,3136,0,0,2001,0,98122
1,3,3,20140521T000000,1,7,1771110720,47.7554,-122.076,330000,1250,0,1250,1440,9126,10620,0,0,1969,0,98077
2.5,3,4,20140725T000000,1,8,0224069010,47.5936,-122.013,653450,1540,530,2070,2620,49658,35160,0,0,1980,0,98075
1,2,3,20140911T000000,1,7,3630060040,47.5471,-121.996,285000,1050,0,1050,1890,3088,2772,0,0,2005,0,98029
1,3,3,20140814T000000,1,7,3211100450,47.4789,-122.159,217000,1400,0,1400,1400,7800,7800,0,0,1962,0,98059
1,3,4,20150223T000000,1,7,1245003255,47.6842,-122.2,615000,1120,0,1120,2380,12500,10000,0,0,1977,0,98033
2.5,4,3,20140603T000000,2,8,1438000110,47.4787,-122.122,580135,3150,0,3150,2650,5886,5886,0,0,2014,0,98059
3.5,4,3,20140730T000000,2,11,8089500180,47.5445,-122.137,1.15e+006,4200,340,4540,3990,19767,12881,0,0,1998,0,98006
2,3,3,20141029T000000,1,7,6802200110,47.1949,-121.989,231200,1400,0,1400,1450,8821,8721,0,0,1991,0,98022
2.75,4,3,20140616T000000,2,8,7203100120,47.6964,-122.017,680000,2500,0,2500,2500,4950,4950,0,0,2010,0,98053
1.5,3,3,20140725T000000,2,7,3445400120,47.5506,-122.29,267500,1390,0,1390,1100,2153,2617,0,0,2001,0,98118
2.75,4,3,20140804T000000,2,8,1454100650,47.7214,-122.285,942000,2310,850,3160,3130,37200,20000,3,0,1939,0,98125
1.75,3,4,20140619T000000,1,6,0106000015,47.701,-122.368,435000,1310,0,1310,1420,8065,8100,0,0,1948,0,98117
1,2,4,20140610T000000,1,7,9459200110,47.5541,-122.29,315000,950,790,1740,1270,3622,3800,0,0,1924,0,98118
2.5,3,3,20140513T000000,3,8,3448000410,47.7173,-122.299,354901,1490,0,1490,1364,1709,1709,0,0,2004,0,98125
2,2,3,20141014T000000,1,8,8682281220,47.7078,-122.013,439888,1300,0,1300,1640,6515,6009,0,0,2005,0,98053
1,4,3,20150122T000000,1.5,8,2114700530,47.533,-122.347,360000,1340,120,1460,990,3840,4200,0,0,1928,0,98106
1,4,4,20141231T000000,1,6,8093600065,47.4857,-122.221,205000,1030,0,1030,1420,6621,6631,0,0,1955,0,98055
2.5,3,3,20140612T000000,2,8,4137030040,47.2658,-122.218,299995,1970,0,1970,1950,7500,8220,0,0,1988,0,98092
1,2,4,20140923T000000,1,6,5126900100,47.4771,-122.174,150000,790,0,790,850,7275,7399,0,0,1944,0,98058
2.25,3,4,20140603T000000,1,10,5469501530,47.3797,-122.152,575000,3330,470,3800,3470,33825,14484,0,0,1976,0,98042
2,3,4,20150505T000000,2,7,7784000180,47.4933,-122.367,625000,2168,0,2168,2168,12616,9750,1,0,1950,0,98146
3.5,4,3,20140529T000000,2,11,7135520610,47.5261,-122.144,950000,4140,0,4140,4140,13392,11529,0,0,2000,0,98059
2.5,4,3,20150210T000000,1,8,8856500120,47.3895,-122.222,278800,1560,880,2440,2090,7797,8100,0,0,1965,0,98031
2,3,3,20141110T000000,2,8,5015000180,47.6285,-122.301,713500,1720,0,1720,1720,4200,4200,0,0,1908,1992,98112
2.25,4,5,20150325T000000,1.5,10,3024059014,47.5395,-122.21,1.9e+006,2110,910,3020,3890,11489,11489,3,1,1916,1988,98040
2,5,3,20141028T000000,1,7,9268200348,47.6969,-122.366,439000,1710,900,2610,1600,5009,5040,0,0,1988,0,98117
2,3,3,20140926T000000,1,7,9195700040,47.5584,-122.081,425000,1060,440,1500,1550,8086,8086,0,0,1981,0,98027
2.5,4,3,20140825T000000,1.5,7,8798000100,47.336,-122.304,252500,1570,1030,2600,1660,11280,11200,0,0,1961,0,98003
1.5,3,4,20140512T000000,1,7,0304000530,47.2874,-122.192,185000,1370,0,1370,1710,8470,8800,0,0,1961,0,98092
2.75,5,4,20140923T000000,1,7,3575304895,47.622,-122.059,406550,1200,1200,2400,2390,15781,7500,0,0,1974,0,98074
1.5,2,3,20140630T000000,2,7,9406500540,47.7527,-122.244,243000,1068,0,1068,1078,1758,1315,0,0,1990,0,98028
1.5,3,4,20141201T000000,1,8,6071800410,47.5473,-122.172,500000,1110,1110,2220,2220,8994,8994,0,0,1962,0,98006
1,2,4,20150513T000000,1,7,2122049013,47.3757,-122.304,204750,880,0,880,1800,7575,7575,0,0,1942,0,98198
1.5,3,4,20140909T000000,1,7,5470100220,47.3683,-122.147,222000,1310,0,1310,1710,9273,9600,0,0,1968,0,98042
1,4,3,20140523T000000,1,7,6623400246,47.4269,-122.197,200000,1350,0,1350,1320,11507,25675,0,0,1966,0,98055
2.25,3,3,20141021T000000,3,8,3918400028,47.7147,-122.356,367000,1400,0,1400,1490,1320,1449,2,0,2006,0,98133
1,3,3,20150514T000000,1,7,1422700040,47.4685,-122.282,183000,1170,0,1170,2040,7320,7320,0,0,1962,0,98188
2.5,3,3,20141210T000000,2,7,7660100336,47.5871,-122.317,300000,720,300,1020,1470,1570,1249,0,0,2004,0,98144
1.75,3,3,20140819T000000,1,7,6145602240,47.7024,-122.355,369000,1300,0,1300,1290,3844,3844,0,0,1985,0,98133
2,3,4,20140731T000000,2,6,7287100035,47.7643,-122.352,380000,2010,0,2010,1890,16736,11477,0,0,1929,0,98133
2,3,4,20150203T000000,2,6,5101405465,47.7012,-122.322,463000,1590,0,1590,1730,5009,6380,0,0,1985,0,98125
1,3,3,20141208T000000,1,7,3756500180,47.7155,-122.194,475000,1470,0,1470,1300,9750,9750,0,0,1963,0,98034
1.75,3,4,20150324T000000,1,7,3750605620,47.2598,-122.281,225000,1580,0,1580,1480,14400,9600,0,0,1981,0,98001
1.75,3,3,20150511T000000,1,8,2473350790,47.4545,-122.146,371000,1970,0,1970,2250,9512,10573,0,0,1968,0,98058
2.5,3,3,20140827T000000,2,8,3389900965,47.5622,-122.392,625000,2330,0,2330,1980,3141,5265,0,0,2003,0,98116
5,6,3,20140923T000000,2.5,13,1068000375,47.6427,-122.408,3.2e+006,5240,1860,7100,3130,18200,6477,0,0,1933,2002,98199
1.75,3,3,20150129T000000,1,7,9407100730,47.4431,-121.772,329000,1230,0,1230,1250,10725,10170,0,0,1980,0,98045
1.75,3,4,20150210T000000,2,7,7618700112,47.7705,-122.371,634000,2570,0,2570,2570,13000,8521,0,0,1962,0,98177
2.5,4,3,20141107T000000,2,10,5104540360,47.3538,-122.004,616000,3440,0,3440,3200,6915,6915,0,0,2006,0,98038
2.25,3,3,20150424T000000,2,9,1051000040,47.6395,-122.214,1.8241e+006,3330,0,3330,2870,20053,20053,0,0,1968,1998,98004
2.25,4,3,20150319T000000,2,7,2896400300,47.7642,-122.149,435000,1780,0,1780,1670,2684,2426,0,0,2002,0,98072
2.5,4,3,20150415T000000,2,8,5003600120,47.3641,-122.193,320000,2110,0,2110,2720,6295,6311,0,0,2000,0,98030
3.5,4,3,20150114T000000,2,9,6352600490,47.6469,-122.081,820000,2770,0,2770,3410,8049,7447,0,0,2002,0,98074
2.5,3,3,20140822T000000,2,7,3820350120,47.7349,-121.986,310000,1590,0,1590,1820,3359,3383,0,0,2000,0,98019
2.25,3,3,20141202T000000,2,7,4235400097,47.6601,-122.4,443750,1140,320,1460,1460,968,1531,0,0,2003,0,98199
2.25,4,4,20140605T000000,1,8,2757000040,47.5606,-122.222,795000,1700,370,2070,2520,13084,10180,0,0,1967,0,98040
2.5,3,4,20141104T000000,1,8,0537000325,47.3264,-122.308,475000,1530,890,2420,1670,36862,9046,0,0,1957,0,98003
1.75,5,4,20140515T000000,2,7,9522100485,47.6618,-122.355,585000,2000,0,2000,1520,3750,3750,0,0,1921,0,98103
1,2,4,20140729T000000,2,7,0345700040,47.5123,-122.19,315000,1010,0,1010,1220,7338,7719,0,0,1981,0,98056
2.5,4,3,20140917T000000,2,8,3904960910,47.5772,-122.013,635000,3050,0,3050,2580,7238,7228,0,0,1989,0,98029
1,3,3,20140528T000000,1,7,1771000690,47.7427,-122.074,305000,1160,0,1160,1160,11776,10050,0,0,1968,0,98077
2,3,5,20140516T000000,1,7,1931300035,47.657,-122.345,785000,1100,1080,2180,1470,5440,4109,0,0,1904,0,98103
1.75,3,3,20141024T000000,1,6,2770601800,47.6501,-122.384,525000,780,780,1560,1560,6000,1734,0,0,1944,0,98199
1.75,4,4,20150120T000000,1,7,5309100515,47.6795,-122.371,537000,790,790,1580,1190,3635,3638,0,0,1910,0,98117
1.75,3,3,20150217T000000,1,7,0984210850,47.4366,-122.171,279950,1380,280,1660,1740,8303,8320,0,0,1974,0,98058
2,4,3,20141208T000000,2,8,0924059233,47.583,-122.17,659000,2350,0,2350,1640,9329,9403,0,0,1977,0,98005
1,2,3,20140821T000000,1,7,5029451080,47.2896,-122.369,203000,970,470,1440,1600,6650,6847,0,0,1980,0,98023
2.5,4,3,20140909T000000,2,9,4379400220,47.6219,-122.024,782500,2930,0,2930,2600,7806,6051,0,0,2005,0,98074
1.75,3,3,20140610T000000,1,7,5419800220,47.4016,-122.18,250000,1130,460,1590,1500,7560,7560,0,0,1984,0,98031
1,3,4,20140805T000000,1,7,1839500065,47.5051,-122.194,279000,1060,340,1400,1400,9450,8108,0,0,1955,0,98056
2.5,6,4,20141125T000000,2,8,2525059172,47.6309,-122.103,664000,3190,0,3190,2790,12196,13068,0,0,1979,0,98052
3.25,4,4,20140917T000000,2,11,7159200040,47.6305,-122.354,2.9e+006,3080,1500,4580,3540,4838,6483,3,0,1991,0,98109
2,4,5,20150330T000000,1,7,3812400107,47.5453,-122.279,378500,1070,760,1830,1830,6000,5500,0,0,1953,0,98118
1.75,3,3,20140507T000000,1.5,9,2726079061,47.7092,-121.892,535000,2720,0,2720,2560,149410,149410,0,0,1988,0,98014
1,2,3,20140716T000000,1,7,1270000040,47.7101,-122.226,520000,1360,0,1360,2830,22508,12600,0,0,1932,0,98034
2,3,5,20150504T000000,1,6,2113700115,47.531,-122.351,369950,800,720,1520,1430,4000,4000,0,0,1943,0,98106
2.25,3,3,20140924T000000,2,8,0824069113,47.5874,-122.074,545000,2290,0,2290,1660,14585,36961,0,0,1981,0,98075
2.5,3,3,20150504T000000,2,8,8856920110,47.4621,-122.129,360000,2150,0,2150,2400,14092,10699,0,0,1991,0,98058
1.5,3,4,20140805T000000,1,7,8146100410,47.6077,-122.194,760000,1170,0,1170,1870,7645,7678,0,0,1955,0,98004
1.75,3,4,20140916T000000,1,7,5101400838,47.6914,-122.309,450000,1010,820,1830,1200,5488,5488,2,0,1939,0,98115
2.5,4,3,20140502T000000,2,9,1088800850,47.7419,-122.205,612500,2730,0,2730,2730,12261,10872,0,0,1991,0,98011
1,3,4,20140701T000000,1,7,1061400360,47.5,-122.169,280000,1090,0,1090,1090,10710,10440,0,0,1962,0,98056
2.5,3,3,20150414T000000,2,9,9545250110,47.5361,-122.051,750000,2560,0,2560,2800,9182,8784,0,0,1993,0,98027
1,3,4,20140715T000000,1,7,0425400115,47.5015,-122.173,237000,1160,0,1160,1280,6132,6132,0,0,1958,0,98056
1.75,2,5,20141014T000000,1.5,7,2436700315,47.6665,-122.287,441500,1010,0,1010,1470,4000,4000,0,0,1919,0,98105
2,3,4,20150126T000000,1,7,1545803520,47.3617,-122.05,251000,1650,0,1650,1510,7930,7930,0,0,1989,0,98038
1,3,3,20141229T000000,1,7,0257000037,47.4938,-122.298,200000,1220,900,2120,1790,31564,11571,0,0,1942,0,98168
1,1,3,20140616T000000,1,7,5016000315,47.6223,-122.294,332000,760,200,960,1620,2640,3759,0,0,1908,0,98112
2.5,3,3,20140826T000000,3,8,6300500477,47.7048,-122.34,401500,1509,0,1509,1509,1114,2431,0,0,2014,0,98133
1.75,4,5,20140926T000000,1,8,4022905172,47.7637,-122.281,585000,1300,970,2270,2380,27122,11822,0,0,1957,0,98155
2.5,4,3,20140702T000000,2,8,7300000650,47.4297,-122.19,340000,1954,0,1954,1714,4805,3259,0,0,2005,0,98055
3.5,3,3,20150112T000000,1,9,8682282070,47.7095,-122.022,920000,2800,0,2800,2420,7694,7694,0,0,2005,0,98053
1,3,3,20140613T000000,1.5,6,7812801115,47.4959,-122.241,153000,1270,0,1270,1110,6405,6405,0,0,1944,0,98178
2.25,4,3,20150105T000000,1,7,9269750690,47.2857,-122.358,299950,1080,730,1810,1570,7601,7601,0,0,1986,0,98023
2.5,4,3,20150512T000000,2,8,1402620120,47.4388,-122.142,440000,2410,0,2410,2420,7517,8095,0,0,1983,0,98058
2.5,3,3,20140915T000000,2,7,3793501390,47.3691,-122.031,293000,1690,0,1690,2610,17383,7999,0,0,2003,0,98038
1.75,3,3,20150329T000000,1,7,9282800065,47.5026,-122.236,203000,1190,0,1190,1200,6000,6000,0,0,1952,2015,98178
1.75,2,3,20150320T000000,1,7,1921059310,47.2925,-122.219,193000,1280,0,1280,1450,6774,7810,0,0,1991,0,98002
1.75,3,3,20150316T000000,1,7,0109000040,47.7755,-122.299,305000,1460,0,1460,2200,7862,9293,0,0,1965,0,98155
1.75,4,3,20140502T000000,1,8,5101405331,47.701,-122.306,495000,1130,470,1600,1090,6380,6380,0,0,1959,0,98125
1.75,3,3,20140902T000000,1,7,2044500142,47.7135,-122.315,420000,1130,640,1770,1900,6000,7200,0,0,1952,0,98125
2.5,4,3,20140905T000000,1,8,1837010040,47.7695,-122.368,569500,1700,1100,2800,2460,8190,8165,0,0,1971,0,98177
2.5,4,3,20140515T000000,2,9,3905000540,47.5738,-121.992,620000,2680,0,2680,2810,9185,8505,0,0,1989,0,98029
1.75,3,4,20141211T000000,1,7,6071200375,47.5525,-122.182,466000,1680,0,1680,1690,9460,9448,0,0,1959,0,98006
1,3,3,20150324T000000,1,7,3756500610,47.7182,-122.194,355500,1120,0,1120,1210,10032,9918,0,0,1962,0,98034
1,2,4,20150508T000000,1,6,3885805035,47.6823,-122.203,687500,1040,0,1040,1640,7200,7200,0,0,1955,0,98033
2.25,3,4,20150411T000000,2,8,7525100530,47.6343,-122.106,432100,1790,0,1790,1780,2240,2560,0,0,1975,0,98052
2.5,3,3,20140721T000000,1.5,8,1324059048,47.5694,-122.12,500000,2410,0,2410,2420,34848,16424,0,0,1976,0,98006
3.25,5,4,20141010T000000,2,8,3904921250,47.5632,-122.015,690000,2140,1230,3370,2990,7313,7806,0,0,1988,0,98029
1,2,4,20150102T000000,1,6,3331500485,47.5525,-122.274,350000,800,0,800,1280,5150,5150,0,0,1949,0,98118
1,2,3,20140610T000000,1,7,7338401759,47.5339,-122.293,268000,870,510,1380,1450,5000,5000,0,0,1943,0,98108
1,2,2,20140619T000000,1,4,3122069029,47.3577,-122.085,120000,990,0,990,1560,39964,8990,0,0,1945,0,98042
2.5,4,3,20150218T000000,2,7,3797310150,47.1927,-122.015,285000,1800,0,1800,1970,9229,9231,0,0,1994,0,98022
1.5,4,4,20141008T000000,1,7,2205500540,47.5767,-122.144,365000,1380,440,1820,1450,12327,9256,0,0,1955,0,98006
2.5,3,3,20150408T000000,2,7,7202310040,47.6846,-122.037,635000,2620,0,2620,2280,6842,4800,0,0,2002,0,98053
2.5,2,3,20140708T000000,2,9,3630120330,47.5545,-122.002,630000,2290,0,2290,2290,3507,3640,0,0,2005,0,98029
3,4,3,20150305T000000,2,7,4310700665,47.7005,-122.339,450000,2200,0,2200,1780,4466,2250,0,0,1968,0,98103
2.5,4,4,20150304T000000,1,8,7504001080,47.6294,-122.062,590000,1850,1090,2940,2030,12600,11770,0,0,1974,0,98074
1.75,2,3,20140909T000000,1,8,2021200770,47.6336,-122.397,895000,1260,440,1700,2200,3618,5000,1,0,1950,0,98199
1,3,4,20140514T000000,1,6,2005600090,47.3574,-122.186,160000,860,0,860,1660,11900,10248,0,0,1963,0,98030
1,2,3,20140930T000000,1,7,0123000110,47.6733,-122.37,520000,910,0,910,1050,5000,5000,0,0,1924,0,98107
3.25,4,4,20140806T000000,2,8,2473372170,47.4508,-122.132,432000,2820,0,2820,2360,13059,8600,0,0,1976,0,98058
1,2,4,20140519T000000,1,5,7227500865,47.4966,-122.187,141800,930,0,930,930,4743,4779,0,0,1942,0,98056
2,4,5,20140714T000000,2.5,8,0510001280,47.662,-122.329,980000,2190,0,2190,2190,4560,4560,0,0,1910,0,98103
2.5,4,3,20150416T000000,2,9,3886903615,47.6842,-122.196,1.29e+006,3430,0,3430,1530,7200,7800,0,0,2014,0,98033
2.75,4,3,20141117T000000,1,8,0439200035,47.686,-122.297,740000,1480,1080,2560,2600,6900,7200,0,0,1959,0,98115
1,2,4,20141010T000000,1,6,4303200184,47.531,-122.358,230000,770,0,770,780,6450,6063,0,0,1948,0,98106
4.5,3,3,20140623T000000,2,10,9362000040,47.5348,-122.243,3.4e+006,3740,1490,5230,3670,17826,17826,4,1,2005,0,98040
2.25,3,4,20150408T000000,1,8,4039701280,47.6141,-122.111,954500,1830,610,2440,2730,9689,9689,2,0,1974,0,98008
1.5,3,4,20150316T000000,1.5,8,9828201202,47.6156,-122.297,622000,1650,0,1650,1650,3150,4500,0,0,1929,0,98122
1,1,3,20150303T000000,1,5,2734100835,47.5424,-122.321,90000,780,0,780,1150,4000,4000,0,0,1905,0,98108
3,3,3,20141029T000000,3,8,6749700110,47.697,-122.349,342000,1260,0,1260,1260,1634,1135,0,0,1998,0,98103
2.5,4,3,20140729T000000,2,7,3832060940,47.3349,-122.059,305000,2320,0,2320,2230,4683,5750,0,0,2007,0,98042
2.75,4,3,20140820T000000,1,7,2214800110,47.3382,-122.257,259900,1060,500,1560,2140,8820,7800,3,0,1979,0,98001
2,3,3,20140827T000000,1.5,6,1909600115,47.5135,-122.38,420000,1600,730,2330,1380,6346,8400,0,0,1934,2014,98146
1,2,3,20150304T000000,1.5,6,0040000553,47.4724,-122.271,250000,1100,300,1400,2250,19570,6500,0,0,1929,0,98168
1.5,3,4,20150323T000000,1,7,7686203195,47.4205,-122.316,249950,1450,0,1450,1270,6875,8000,0,0,1961,0,98198
1,2,4,20150217T000000,1,6,2923059064,47.4521,-122.196,199000,990,150,1140,2320,15120,11250,0,0,1932,0,98055
1,3,4,20150407T000000,1,7,2895600090,47.5103,-122.382,355200,1120,0,1120,1410,7320,6328,0,0,1954,0,98146
1.5,3,4,20140909T000000,1,7,4019301386,47.7562,-122.277,425000,1680,290,1970,2200,13709,16536,0,0,1955,0,98155
1,3,3,20141112T000000,1,7,7199360100,47.6968,-122.124,379500,1110,0,1110,1510,7128,7107,0,0,1980,0,98052
2.5,4,3,20140819T000000,2,9,1241500032,47.669,-122.172,860000,3070,0,3070,2190,6923,9218,0,0,2009,0,98033
2.5,3,3,20140512T000000,2,8,9558020610,47.4479,-122.12,335000,1940,0,1940,2070,4927,4892,0,0,2004,0,98058
2.5,3,3,20141105T000000,2,10,2050100450,47.6549,-122.089,865000,3050,0,3050,3543,12558,12558,0,0,1997,0,98074
1,3,3,20150408T000000,1.5,7,1250200600,47.5986,-122.298,390000,1240,0,1240,1680,3600,3600,0,0,1902,0,98144
4.25,5,3,20140909T000000,2,8,9325200110,47.4349,-122.328,569950,3380,0,3380,2790,7805,7805,0,0,2014,0,98148
2.5,3,3,20150205T000000,2,9,0293850040,47.5047,-122.144,495500,3190,0,3190,2970,7828,7828,0,0,2006,0,98059
1.75,4,3,20141211T000000,1,7,3723800097,47.5524,-122.267,476500,1390,280,1670,1720,10200,6860,0,0,1953,0,98118
1,3,3,20140812T000000,1,7,7788400180,47.5121,-122.168,261000,1660,0,1660,1380,11200,10875,0,0,1957,0,98056
2,4,5,20140822T000000,1,7,2206700215,47.566,-122.14,375000,2070,0,2070,1300,9822,9572,0,0,1955,0,98006
2,4,5,20150422T000000,1,7,2206700215,47.566,-122.14,550000,2070,0,2070,1300,9822,9572,0,0,1955,0,98006
1,2,3,20140723T000000,1,7,0603001050,47.5233,-122.284,230000,930,500,1430,1110,4000,4000,0,0,1949,0,98118
2.5,5,4,20150204T000000,1,8,3583400120,47.741,-122.256,526750,1570,700,2270,2020,10700,10230,0,0,1963,0,98028
2,3,4,20150304T000000,1.5,6,3886903155,47.6839,-122.195,606000,1070,910,1980,1330,7680,8704,0,0,1911,0,98033
2.75,4,3,20150424T000000,1,8,9485910100,47.3444,-122.084,368500,1780,720,2500,2180,26400,31900,0,0,1977,0,98031
1,3,3,20140929T000000,1,7,3223039089,47.4397,-122.46,275000,1230,0,1230,1550,171190,15450,0,0,1973,0,98070
1,4,3,20150422T000000,1.5,7,2596300035,47.7754,-122.296,342000,1390,0,1390,1760,9023,9023,0,0,1955,0,98155
1.75,4,3,20150327T000000,1,7,9542801120,47.302,-122.373,278100,1600,520,2120,2160,8520,8400,0,0,1978,0,98023
2.75,4,4,20141028T000000,1,7,8150600195,47.5491,-122.375,450000,850,690,1540,1180,4840,4840,2,0,1929,0,98126
2.5,4,3,20140825T000000,2,7,6806100040,47.466,-122.147,349950,2000,0,2000,2410,5006,4889,0,0,2005,0,98058
2.5,4,3,20150410T000000,2,8,8857640040,47.3869,-122.033,425000,2400,0,2400,2460,6053,6519,0,0,2001,0,98038
2.75,4,3,20140626T000000,1,7,2138000120,47.7617,-122.215,435000,1510,600,2110,1660,8751,10295,0,0,1962,0,98011
2.5,4,4,20140626T000000,1,7,4022902260,47.7682,-122.284,460000,1300,1250,2550,2080,19017,21100,0,0,1961,0,98155
1.75,4,4,20141222T000000,1,7,2225300149,47.7639,-122.332,323000,1440,0,1440,1940,8114,7208,0,0,1963,0,98155
1,2,3,20150430T000000,1,6,3438500880,47.5495,-122.357,325000,810,0,810,990,6827,6827,0,0,1944,0,98106
1.75,2,4,20140813T000000,1,6,1646502165,47.6842,-122.359,480000,690,480,1170,1240,4635,4120,0,0,1924,0,98117
2.5,3,3,20150430T000000,1,9,9541600110,47.595,-122.173,1.325e+006,2950,640,3590,1620,8400,7875,0,0,1958,2007,98005
1.75,4,3,20150427T000000,1,7,3348401095,47.4958,-122.265,210000,1280,810,2090,2190,6485,9600,0,0,1956,0,98178
4.5,5,3,20150401T000000,2,9,7579200915,47.5581,-122.385,920000,2830,990,3820,1750,5750,5750,3,0,2000,0,98116
1,3,3,20141202T000000,1,8,2126049096,47.7246,-122.3,399000,1460,0,1460,1470,8290,8290,0,0,1959,0,98125
1.75,3,5,20140818T000000,1,7,6021500025,47.6902,-122.382,631750,1180,1180,2360,1660,4063,4063,0,0,1940,0,98117
1,3,3,20150326T000000,1,6,8945000910,47.3072,-122.363,184000,1100,0,1100,1100,8680,9220,0,0,1962,0,98023
2.5,4,3,20150416T000000,2,8,2473411130,47.4478,-122.128,333000,2100,0,2100,2060,7208,7480,0,0,1974,0,98058
2,2,3,20140620T000000,2,6,2781250900,47.3502,-122.022,218000,1310,0,1310,1360,2841,2550,0,0,2004,0,98038
